customer_id,age,annual_income,months_active,avg_monthly_spend,purchase_frequency,avg_order_value,discount_usage_rate,return_rate,browsing_time_minutes,support_interactions,payment_method,region,customer_segment
14320,39,28562,42,475,14,32,0.2,0.4,82,1,Card,Semi-Urban,Loyal
10385,64,44330,13,415,5,73,0.4,0.1,96,0,Card,Urban,Occasional
185,62,104946,16,227,14,15,0.4,0.1,17,1,Card,Urban,Regular
4353,36,67947,51,528,3,126,0.5,0.1,62,1,Wallet,Urban,Loyal
48590,64,35840,19,165,5,25,,0,23,0,Card,Rural,Regular
23529,36,50461,12,161,3,38,0.3,0.2,53,1,Card,Urban,Occasional
36845,18,,23,305,16,18,0.1,0.1,102,0,UPI,Rural,Occasional
22449,65,73546,53,468,19,24,0.1,0.2,38,3,UPI,Semi-Urban,High_Value
24195,31,14872,51,174,3,41,0.4,0.3,21,1,Wallet,Urban,Regular
15155,22,56909,72,276,3,66,,0.1,69,2,UPI,Urban,Regular
43032,48,23715,71,104,5,17,,0.1,44,1,Wallet,Semi-Urban,Loyal
45349,49,139196,12,346,6,50,0.3,0,55,2,Card,Semi-Urban,Occasional
48004,41,32625,51,524,9,53,0.2,0.2,124,2,Wallet,Rural,High_Value
25139,20,56944,6,427,5,68,0.4,0.2,37,0,Card,Urban,Occasional
25190,22,20477,31,194,7,25,0.3,0,20,1,Card,Rural,Loyal
2428,62,56302,26,98,6,14,0.3,0.2,51,1,UPI,Semi-Urban,Regular
36489,30,63278,10,252,6,37,0.4,0.1,73,1,Card,Rural,Regular
35294,40,,32,366,9,36,0.1,0.1,48,3,UPI,Semi-Urban,Loyal
46179,22,29371,69,,5,59,,0.2,51,1,UPI,Urban,Loyal
46753,34,56345,57,161,2,48,0.2,0,74,0,Wallet,Urban,Regular
21308,38,,10,166,1,91,0.2,0.2,55,1,UPI,Urban,Occasional
47274,24,119185,17,220,3,59,0.2,0.1,95,0,Card,Semi-Urban,Occasional
17212,41,26468,41,338,3,96,,0.2,33,3,UPI,Rural,Occasional
23439,24,18344,62,309,9,30,0.3,0.3,62,2,Wallet,Semi-Urban,High_Value
14709,61,39814,61,196,4,40,0.5,0,128,4,UPI,Semi-Urban,Regular
30363,45,23629,6,182,1,77,0.3,0.2,151,0,Card,Urban,Occasional
5386,42,17510,5,226,5,36,0.2,0,,1,Card,Urban,Occasional
43257,60,23742,1,109,6,15,0.1,0.1,58,1,Card,Urban,Occasional
35881,47,67582,2,98,3,27,0.1,0.3,7,1,UPI,Urban,Occasional
36570,56,14158,49,377,6,58,0.4,0.1,75,2,UPI,Urban,High_Value
33965,28,52819,29,78,7,10,0.4,0.1,31,2,Wallet,Urban,Regular
18670,59,32108,2,170,3,43,0.2,0.1,12,2,Wallet,Urban,Regular
6474,29,46915,17,1120,13,83,0.2,0,87,0,Card,Urban,Regular
25913,68,20481,16,128,4,27,0.4,0.1,51,0,Wallet,Urban,Regular
13691,67,16309,30,125,13,9,0.1,0.1,77,,Card,Semi-Urban,Loyal
32882,24,90732,27,478,1,205,0.4,0.1,54,1,Card,Rural,Occasional
473,22,17209,32,590,5,99,0.5,0.4,23,0,Card,Urban,Occasional
35539,45,21521,28,686,3,192,0.1,0,52,2,Card,Semi-Urban,Occasional
4682,49,46321,44,494,6,67,0.5,0.4,54,1,UPI,Urban,High_Value
29799,46,31605,40,465,2,153,0.6,0.1,26,1,Card,Urban,Regular
34890,60,,37,615,,249,0.1,0.2,146,0,Card,Urban,Occasional
35875,40,52799,56,534,1,237,0.6,0.1,18,3,UPI,Urban,Occasional
36888,21,13831,53,286,3,64,0.1,0.2,38,0,UPI,Semi-Urban,Regular
10358,42,29024,11,509,7,66,0.5,0.1,56,3,Wallet,Urban,Regular
10120,65,60476,21,496,8,57,0.2,0.1,40,2,Card,Urban,Regular
20512,29,72044,37,192,6,28,0.2,0.1,81,0,UPI,Semi-Urban,Loyal
33617,69,18330,9,1141,2,363,0,0.4,,3,Card,Semi-Urban,Occasional
5050,64,46793,5,,6,54,,0.1,19,2,Card,Urban,Occasional
44031,37,27358,68,,3,307,0.7,,1,0,Wallet,Urban,Occasional
1529,23,24440,4,309,0,209,0.1,0,40,2,Card,Semi-Urban,Occasional
15820,56,153122,53,139,7,18,0.2,0.4,24,1,UPI,Urban,Loyal
24957,41,29038,35,284,3,66,0.4,0.1,102,1,Card,Urban,Regular
3774,37,22769,13,203,4,38,0.4,0.2,70,2,UPI,Semi-Urban,Regular
29697,19,75361,41,132,7,17,0.3,0,51,1,Wallet,Semi-Urban,Loyal
19142,32,41300,39,189,5,34,0.1,0.1,98,3,Wallet,Urban,Loyal
19920,28,59307,37,163,3,41,0.2,0.1,108,1,Wallet,Semi-Urban,Regular
2026,33,,44,,2,206,0.1,0.2,34,1,UPI,Semi-Urban,Occasional
16520,44,33920,65,295,5,49,0.2,0.1,11,1,Card,Rural,Loyal
29714,61,41471,2,199,12,16,,0,7,0,Card,Urban,Regular
14736,59,24458,23,405,,54,0.1,0.3,68,1,Card,Rural,Loyal
35405,36,40410,58,144,5,23,0.3,0.1,30,3,Wallet,Urban,Loyal
20321,36,27097,44,326,4,67,0.4,0.1,113,1,Card,Urban,Regular
41603,33,,22,468,7,55,0.5,0.1,65,3,Wallet,Urban,Regular
35705,48,105968,56,489,2,173,0.2,0,39,4,Card,Urban,Regular
12938,48,74458,63,735,3,201,0.6,0.1,68,0,Card,Urban,Occasional
7117,61,23693,21,140,6,21,0.3,,75,0,UPI,Semi-Urban,Regular
8103,25,38708,14,443,5,80,0.2,0.2,160,0,Wallet,Semi-Urban,Occasional
31140,68,12213,26,384,5,66,0.4,0.1,64,1,UPI,Rural,Occasional
36096,53,59191,13,114,8,13,0.1,0.1,77,3,Card,Rural,Loyal
33953,26,,61,226,2,77,0.3,,41,0,Card,Rural,Regular
26664,69,41532,2,476,9,50,0.7,0.1,150,3,Card,Rural,Regular
44343,26,74807,37,532,12,41,0.4,0.3,37,2,Wallet,Urban,High_Value
42483,46,40767,27,476,11,39,0.2,0.1,104,3,Card,Urban,Regular
39227,23,10375,4,503,5,79,0.1,0.2,45,4,Card,Semi-Urban,Occasional
3007,67,54374,24,547,1,221,0.5,0.1,32,2,Wallet,Rural,Occasional
40955,22,46742,1,48,8,5,0.5,0,16,3,UPI,Urban,Occasional
6567,53,70501,16,409,,69,0.1,0.1,101,1,Card,Semi-Urban,Regular
47892,63,98741,58,341,4,63,0.4,0,127,,Card,Semi-Urban,Loyal
11481,46,30164,63,612,4,121,0.2,0.1,131,0,Card,Urban,Regular
38998,70,25226,14,176,7,22,0.2,0,68,1,UPI,Semi-Urban,Regular
426,26,29674,3,382,2,118,0.3,0,14,1,UPI,Semi-Urban,Occasional
14752,65,31199,14,686,,143,,0.3,33,1,Wallet,Semi-Urban,Occasional
49072,67,31037,57,342,9,33,0.1,0,117,1,UPI,Semi-Urban,High_Value
21653,20,24695,8,389,2,118,0.2,0.2,83,0,UPI,Rural,Occasional
29955,36,16851,33,156,4,32,0.1,0.2,41,5,UPI,Urban,Occasional
4694,66,33614,64,431,4,80,0.6,0,17,3,Card,Semi-Urban,Loyal
5317,68,,54,606,18,32,,0.2,72,2,UPI,Semi-Urban,High_Value
23195,59,15245,21,,3,80,0.2,0.2,8,1,UPI,Rural,Occasional
38292,54,48224,45,189,2,75,0.1,0.1,60,4,UPI,Urban,Regular
16491,65,35693,46,287,7,34,0.4,0.2,,2,Card,Urban,Loyal
6857,65,39244,61,299,7,37,0.2,0.1,16,0,Card,Rural,Loyal
7016,50,49807,39,451,4,99,,0.2,40,1,Card,Semi-Urban,Regular
45568,18,42679,5,480,7,64,0.1,0.1,79,3,UPI,Semi-Urban,Occasional
4112,44,36106,17,296,15,19,0.3,0.1,64,2,Card,Urban,Loyal
37153,23,49615,5,,10,5,0.2,0.3,95,2,UPI,Rural,Regular
24606,69,73628,11,276,16,16,0.1,0.1,12,1,Wallet,Rural,Occasional
28235,33,32086,56,233,4,51,0.2,0.2,10,2,Card,Semi-Urban,Occasional
25092,65,14412,26,516,3,116,0.2,0.2,37,2,UPI,Urban,Regular
4800,24,31244,9,683,5,122,0.3,0,192,0,Wallet,Semi-Urban,Regular
37698,43,57416,54,163,10,15,0.1,0,14,1,UPI,Urban,High_Value
13583,65,104431,51,96,2,30,0.2,0.2,106,2,Wallet,Semi-Urban,Regular
44350,56,,47,315,4,61,0.1,0.3,14,0,UPI,Rural,Occasional
44113,60,24084,32,210,3,58,0.4,0.2,13,1,Card,Rural,Occasional
47008,28,96774,35,289,2,107,0.4,0.1,38,1,UPI,Urban,Occasional
45769,56,38419,63,279,3,63,0.1,0.1,8,1,Wallet,Urban,Occasional
45202,70,26962,27,87,3,21,0.2,0.1,178,4,UPI,Rural,Occasional
8701,53,40510,12,217,7,28,0.3,0.2,,3,Card,Urban,Regular
49904,21,16634,67,,14,11,,0.2,,2,Card,Rural,High_Value
3124,57,55593,49,589,4,109,0.3,0,41,2,Card,Urban,High_Value
10591,63,31133,63,198,8,23,0.4,0.1,128,4,Card,Semi-Urban,Loyal
42787,67,63551,23,332,,27,0.3,0,38,1,UPI,Semi-Urban,Regular
32647,53,57257,63,404,6,55,0.2,0,61,0,Wallet,Semi-Urban,High_Value
9306,18,42953,14,110,4,23,0.3,0.1,191,0,Card,Rural,Occasional
7694,31,5599,69,347,1,161,0.3,0.2,59,2,Wallet,Urban,Occasional
24950,57,17603,51,275,7,36,0.3,0.2,179,1,Card,Rural,Loyal
49342,67,16036,71,,10,104,0.2,0.1,79,0,Card,Semi-Urban,High_Value
43836,63,61381,16,598,6,90,0.4,0.3,5,2,Wallet,Urban,Loyal
16313,26,24187,32,109,3,24,0.4,0,7,0,UPI,Rural,Regular
38992,39,178202,27,656,5,117,0.1,0.1,53,3,UPI,Rural,Regular
30499,18,,40,153,8,17,0.2,0.3,38,1,UPI,Urban,Loyal
37863,53,25123,4,308,12,23,0.3,0.1,30,2,Wallet,Urban,Regular
17660,44,,58,96,9,9,0.3,0,73,0,Card,Urban,Loyal
35337,59,38529,42,,4,22,0.2,0.2,53,1,Card,Semi-Urban,Regular
45140,56,49368,25,163,4,30,0.1,0.1,45,3,UPI,Urban,Regular
9902,57,27352,67,706,8,75,0.3,0.5,176,1,Card,Rural,High_Value
26039,26,61880,61,192,7,24,0.1,0.3,174,0,Card,Urban,Loyal
49164,63,31847,72,384,1,188,0.3,0.1,107,1,Card,Urban,Occasional
38958,67,51592,57,81,5,13,0.4,0.2,89,0,Card,Urban,Loyal
47545,67,26827,65,155,5,28,0.4,0,46,2,UPI,Urban,Loyal
27485,62,42315,26,614,3,149,0.5,0.2,7,2,Card,Semi-Urban,Occasional
10758,24,39929,64,642,5,106,0.1,0.1,48,0,Wallet,Urban,High_Value
49114,36,17905,25,271,4,58,0.4,,36,2,Card,Urban,Occasional
9055,46,29325,21,190,6,27,0.3,0.1,45,2,UPI,Rural,Occasional
10042,63,32312,53,459,7,57,0.3,0.1,52,0,UPI,Semi-Urban,High_Value
28893,31,,2,169,6,25,0.4,0,14,1,Card,Semi-Urban,Regular
47484,45,36746,66,328,0,231,0.3,0.1,94,2,Card,Urban,Occasional
36020,18,42194,12,266,7,32,0.2,0.1,15,,Card,Urban,Regular
26297,35,37042,20,248,2,79,0.4,0.2,97,2,Wallet,Urban,Occasional
9365,54,28622,12,162,6,22,0.2,0.1,24,1,Card,Urban,Regular
39157,61,60224,33,236,1,145,0.4,0.2,64,2,UPI,Urban,Regular
26976,56,22214,31,246,3,63,0.2,0.2,,2,Card,Semi-Urban,Occasional
20552,57,80405,26,54,11,4,0.3,0.2,144,0,Card,Urban,Loyal
46797,60,18407,26,386,7,48,0.8,,27,1,Card,Urban,Occasional
4133,36,28155,69,162,6,25,0.2,0,37,1,Card,Urban,Loyal
15753,43,26502,31,242,7,29,0.3,0.2,102,1,Wallet,Urban,Regular
16951,42,23596,58,368,2,130,0.3,0,22,2,Card,Urban,Occasional
25358,26,40024,49,226,16,13,0.1,0.5,102,0,Card,Urban,High_Value
31753,34,129243,44,161,6,24,0.5,0.4,,2,Card,Urban,Loyal
13495,42,30427,67,392,7,49,0.1,0.1,12,1,Wallet,Semi-Urban,Regular
39380,48,59654,35,154,3,36,0.2,0.3,38,1,Card,Semi-Urban,Regular
29041,65,30381,1,163,3,42,0.5,0.1,51,1,Card,Urban,Regular
44596,57,14629,15,353,6,48,0.6,0.1,8,2,Wallet,Urban,Occasional
5382,60,39473,40,354,4,64,0.2,0.1,118,2,UPI,Urban,Loyal
5316,64,51653,52,293,4,59,0.1,0.2,28,1,Card,Urban,Regular
12421,34,18059,41,454,2,151,0.5,0,54,2,Card,Urban,Occasional
32665,31,48006,9,,3,67,0.3,0.2,27,0,Card,Urban,Occasional
28532,28,19619,36,183,1,92,0.2,0.1,166,1,Wallet,Rural,Occasional
47808,37,25223,61,364,2,145,0.3,0.1,3,0,Card,Urban,Occasional
47502,23,30403,30,593,5,98,0.2,0.2,35,1,Card,Rural,Occasional
42798,21,73210,42,403,2,137,0.4,0.1,108,1,UPI,Urban,Occasional
47244,18,39718,2,774,2,229,0.4,0.1,105,1,Wallet,Semi-Urban,Occasional
9432,63,53156,22,346,4,71,0.6,0.1,129,0,UPI,Semi-Urban,Regular
15828,44,60930,28,414,1,172,0.3,0.3,107,2,Card,Urban,Regular
15783,41,36500,20,473,6,68,0.3,0.2,66,0,UPI,Urban,Regular
26220,47,51055,20,594,7,75,0.1,0.3,42,1,Card,Urban,Regular
18180,69,65152,60,210,4,41,0.3,0.2,121,1,UPI,Urban,Regular
6835,56,,63,439,3,105,0.2,0,139,1,Card,Semi-Urban,Occasional
30717,44,33673,15,368,,97,0.2,0.1,12,3,Card,Urban,Occasional
17442,50,68169,44,653,5,107,0.6,0.2,85,1,Card,Urban,High_Value
10157,19,19970,54,378,1,192,0.4,0.3,27,2,Wallet,Rural,Occasional
2630,56,28003,71,263,19,13,0.1,0.2,77,2,Card,Rural,High_Value
7700,48,15557,6,377,6,52,0.5,0,10,1,Card,Urban,Occasional
30474,49,51307,20,340,1,170,,0,101,0,UPI,Urban,Regular
26544,53,11183,66,253,,24,0.6,0.1,69,1,Card,Urban,High_Value
49406,60,41776,16,228,2,79,0.2,0.1,125,0,Card,Urban,Regular
4523,61,74574,51,293,5,46,0.3,0.2,,1,UPI,Semi-Urban,Loyal
16830,24,68236,53,180,8,20,0.2,0,83,0,Wallet,Semi-Urban,Loyal
34170,59,21456,43,263,2,90,0.1,0.2,49,2,Card,Urban,Regular
37870,20,8984,72,214,4,43,0.2,0.1,181,0,Card,Semi-Urban,Loyal
28834,36,25090,8,270,5,45,0.3,0.2,80,,Card,Rural,Regular
35409,63,19662,19,217,,16,0.3,0.2,33,0,Card,Urban,Regular
2544,59,119450,53,314,4,69,0.1,0.3,58,2,UPI,Semi-Urban,Occasional
21008,61,27905,16,352,4,71,0.4,0.1,,1,Card,Rural,Regular
10468,46,52604,50,338,9,34,0.1,0.1,,0,Wallet,Semi-Urban,High_Value
38205,19,,13,249,4,46,0.2,0.3,34,3,Card,Rural,Occasional
24997,26,33057,9,517,4,105,,0.1,40,1,UPI,Urban,Occasional
40603,40,35622,40,168,1,72,0.3,0.1,58,0,Card,Semi-Urban,Regular
16669,38,35595,46,184,3,49,0.5,0.2,84,1,Card,Urban,Regular
36985,34,15846,6,153,4,33,0.3,0,159,1,Card,Urban,Regular
15943,37,29219,18,457,7,59,0.6,0.5,75,1,Wallet,Semi-Urban,Regular
33767,22,33826,14,190,3,43,0.5,0.1,25,1,UPI,Urban,Regular
39595,50,74544,52,192,6,26,0.6,0.4,44,1,Wallet,Rural,Loyal
21405,58,22676,57,365,,68,0.3,0.2,,2,Wallet,Semi-Urban,Loyal
35642,36,32014,57,426,8,50,0.2,0,,0,Card,Urban,High_Value
31910,39,89773,11,277,1,158,0.3,0.3,21,0,Wallet,Urban,Occasional
7170,23,17375,7,801,5,132,0.1,0.2,52,1,UPI,Urban,Occasional
29355,65,29315,40,24,3,6,0.5,0.2,65,3,Wallet,Urban,Regular
12199,38,24419,41,116,3,30,0.5,0.1,122,2,Wallet,Semi-Urban,Regular
28411,45,70252,57,330,13,24,0.5,0,35,0,Wallet,Urban,High_Value
17385,20,19562,40,494,3,141,0.4,0,48,1,Card,Urban,Occasional
29946,35,54624,27,249,4,51,0.2,0.1,69,1,UPI,Urban,Loyal
30262,24,,17,136,3,38,0.2,0.2,32,0,Card,Urban,Regular
27822,32,,27,322,1,134,0.5,0.1,28,3,Card,Urban,Occasional
23584,43,23596,11,175,14,12,0.2,0,11,1,Wallet,Semi-Urban,Regular
4534,25,57787,60,295,1,130,0.2,0.1,78,0,Card,Semi-Urban,Occasional
19492,55,24440,59,769,8,82,0.5,,92,0,UPI,Semi-Urban,High_Value
12943,45,55497,55,317,5,53,0.6,0.4,42,0,UPI,Urban,Loyal
30068,63,219144,28,,13,27,,0.1,23,2,Card,Urban,Loyal
23915,39,53235,50,108,5,18,0.1,0.2,6,0,Wallet,Urban,Loyal
20977,27,23777,56,386,5,63,0.1,0,74,3,Wallet,Rural,High_Value
23425,29,18638,9,377,1,165,0.3,0.3,154,0,UPI,Urban,Occasional
9749,53,113178,62,358,2,119,0.5,0.2,23,0,Card,Semi-Urban,Regular
27968,63,105073,47,86,5,14,0.2,0,122,2,UPI,Urban,Loyal
8470,44,54405,68,233,4,48,0.4,0.1,166,2,Wallet,Rural,Regular
17810,28,19792,65,300,3,71,0.5,0,54,0,Card,Rural,Occasional
21811,43,15309,30,180,3,43,0.3,0.2,,0,Card,Rural,Regular
30238,23,26087,28,436,8,49,0.4,0.1,92,3,Wallet,Rural,Regular
2380,66,41163,57,176,3,43,0.1,0.5,51,2,Wallet,Urban,Regular
17546,33,25904,68,258,3,62,0.1,0.2,5,3,Card,Urban,Occasional
112,61,19111,16,195,4,36,0.3,0.2,76,1,Card,Rural,Occasional
14009,24,66114,11,400,3,99,0.2,0.3,10,0,UPI,Urban,Occasional
24727,58,65496,62,182,1,101,0.4,0.1,,1,Card,Urban,Occasional
23709,53,69323,50,215,5,38,0.6,0,,4,Wallet,Urban,Loyal
9389,22,20397,18,576,,123,0.2,0.4,65,0,Card,Semi-Urban,Occasional
28894,69,230907,34,338,9,33,,0.2,72,1,Wallet,Urban,Loyal
3547,45,,13,182,11,15,0.2,,88,1,Card,Semi-Urban,Loyal
4404,38,73416,41,399,,85,,0.1,18,1,UPI,Semi-Urban,Regular
7394,28,22250,31,232,3,55,0,0.2,79,3,Card,Rural,Occasional
30691,56,21617,38,649,13,47,0.4,0,,2,Card,Urban,High_Value
34143,26,97330,66,525,9,51,0.2,0.1,25,5,Card,Urban,High_Value
35123,27,41979,47,159,9,16,0.2,0,56,4,Wallet,Rural,Loyal
22543,51,,68,242,6,34,0.3,0.1,35,1,Card,Urban,Loyal
25041,25,101874,64,171,3,42,0.3,0.2,31,5,Card,Urban,Occasional
8348,40,30717,15,319,3,80,0.3,0.1,73,2,Card,Semi-Urban,Occasional
5703,60,7716,61,433,4,94,0.4,0.3,171,3,Card,Semi-Urban,Occasional
7121,61,39808,42,256,4,52,0.4,0.3,33,2,Card,Urban,Occasional
23405,68,15311,37,161,4,30,0.3,0.1,102,1,Card,Urban,Loyal
27384,30,25675,55,375,1,159,0.3,0.1,69,2,UPI,Urban,Regular
372,64,15350,36,40,3,9,,0.2,19,0,UPI,Urban,Regular
36162,56,15018,58,124,6,18,0.1,0.3,54,1,Card,Rural,Loyal
6260,43,,17,262,7,32,0.4,0,54,1,Card,Semi-Urban,Occasional
15563,42,42588,32,190,3,52,0.2,0,73,3,Card,Urban,Regular
38734,30,,71,396,4,81,0.2,0.3,83,2,Wallet,Urban,Regular
5943,62,88449,28,332,15,20,0.1,0.1,41,2,Card,Urban,Loyal
29655,18,35811,43,233,1,109,0.2,0,31,3,Card,Urban,Occasional
38228,44,45361,64,125,5,20,0.5,0.2,49,1,Card,Semi-Urban,Loyal
44266,52,31585,50,545,0,364,0.5,0,77,0,Card,Semi-Urban,Occasional
25756,29,35892,14,111,6,17,0.3,0,51,1,Wallet,Urban,Regular
17033,47,114414,27,34,4,7,0.1,0.2,71,1,Card,Rural,Regular
38324,69,44436,61,140,4,27,0.2,0,52,1,Card,Urban,Loyal
7335,23,52900,7,65,4,12,0.3,0,42,3,Card,Rural,Occasional
28641,57,33591,31,214,4,44,0.6,0,130,1,Card,Urban,Occasional
47488,31,,54,839,2,257,0.1,0.2,78,3,Card,Semi-Urban,Occasional
24492,33,26088,46,380,3,85,0.4,0,30,4,Card,Semi-Urban,Occasional
41868,27,27883,5,198,3,47,0.1,0.1,52,4,Wallet,Semi-Urban,Regular
38511,20,56689,36,397,7,51,,0.2,48,2,Card,Rural,Regular
40499,19,43275,53,335,2,106,0.2,0.1,,0,Card,Rural,Occasional
10432,30,23239,28,313,10,29,0.1,0.2,99,2,UPI,Urban,Loyal
3652,31,17940,40,208,6,31,0.1,0.3,108,2,Card,Semi-Urban,Loyal
23796,29,16090,68,362,0,245,0.5,0,55,3,Card,Urban,Regular
3685,29,145473,37,,6,68,0.2,0.1,48,0,UPI,Urban,High_Value
32295,41,43518,72,411,9,39,0.1,0.1,45,2,UPI,Semi-Urban,High_Value
19543,43,16085,58,241,4,53,0.6,0.1,101,1,UPI,Rural,Regular
29514,20,21594,52,624,4,134,0.1,0.1,101,0,UPI,Urban,Occasional
34589,62,20347,40,406,13,29,0.4,0.1,42,0,Card,Urban,High_Value
13789,61,28905,18,265,5,44,0.5,0.1,52,3,UPI,Urban,Occasional
37683,60,38574,33,230,1,152,0.7,0,40,3,Card,Rural,Occasional
6904,65,57969,46,242,5,39,0.1,,22,2,Card,Rural,Loyal
7533,56,18005,50,383,1,191,0.1,0.1,120,4,Wallet,Urban,Occasional
40046,40,69900,15,390,3,89,0.2,0.2,35,1,Wallet,Urban,Occasional
23704,41,24860,53,239,3,63,0.4,0.1,131,0,Card,Semi-Urban,Regular
25406,31,,22,,6,31,0.3,0.1,14,2,UPI,Urban,Occasional
34371,19,47003,51,133,3,30,0.4,0.2,44,4,Card,Semi-Urban,Loyal
21538,21,99244,41,585,7,75,0.1,0.1,5,2,Card,Rural,High_Value
27355,39,16310,66,218,4,44,0.3,0,75,1,Card,Semi-Urban,Regular
14373,37,66069,32,113,4,22,0.2,0.5,13,4,Card,Semi-Urban,Occasional
41660,43,13175,68,670,4,146,0.1,0.1,17,3,Card,Semi-Urban,Occasional
40595,34,,11,29,14,2,0.2,0.2,27,1,UPI,Semi-Urban,Regular
33087,69,16471,42,240,5,44,0.3,0.3,65,5,Card,Urban,Loyal
36443,53,14118,52,230,4,46,0.3,0.2,4,1,Card,Semi-Urban,Occasional
48379,41,37304,34,141,1,69,0.5,0,53,2,Card,Rural,Occasional
9462,62,26680,72,,3,88,0.4,,43,2,Wallet,Urban,Regular
9841,62,34394,72,558,9,54,0.1,0,71,1,Card,Rural,High_Value
7122,48,99821,10,280,3,64,0.2,0.4,28,,UPI,Rural,Occasional
38572,67,34184,71,298,9,31,0.2,0.4,61,0,Card,Urban,High_Value
7465,26,51303,3,450,4,97,0.3,0.3,60,1,UPI,Rural,Occasional
47970,67,38467,55,521,3,127,0.1,0,18,1,UPI,Urban,Occasional
22206,56,17471,1,,6,77,0.1,0.1,34,0,Card,Rural,Occasional
45143,68,13658,5,927,6,142,0.1,0.1,33,1,UPI,Urban,Occasional
40662,61,73082,5,133,,14,0.3,0.1,,1,Card,Semi-Urban,Regular
24253,64,42879,72,426,3,97,0.4,0.2,135,1,Wallet,Urban,Occasional
29537,42,22616,50,330,2,103,0.1,0.6,96,2,Wallet,Urban,Occasional
39546,30,16516,72,243,7,29,0.3,0.2,40,2,Card,Semi-Urban,Loyal
15931,36,35047,11,370,3,105,0.3,0.1,68,1,Card,Urban,Occasional
45546,21,51511,44,391,2,145,0.4,0.1,13,2,Card,Rural,Occasional
32853,32,37912,54,270,2,104,0.1,0,,1,UPI,Rural,Occasional
10499,60,141813,50,,1,105,0.5,0,31,1,Card,Urban,Occasional
19797,45,59763,51,288,3,73,0,0.3,112,0,UPI,Urban,Regular
3852,64,51652,28,,4,86,0.5,0.1,52,0,Card,Urban,Occasional
28515,54,60511,58,191,2,55,0.2,,57,0,UPI,Semi-Urban,Regular
16747,25,41099,11,336,5,53,0.4,0,104,0,Card,Urban,Occasional
30983,58,51945,13,510,3,141,,0,77,2,UPI,Urban,Occasional
22427,29,27520,14,512,2,179,0.4,0.1,8,1,Card,Urban,Occasional
31512,46,31190,16,436,6,67,0.2,0,32,2,Card,Urban,Occasional
45664,26,20920,69,156,1,90,0.6,0.1,45,,Card,Urban,Occasional
33169,36,99124,18,158,4,35,0.6,0.1,46,0,UPI,Urban,Occasional
15590,39,15825,21,125,4,26,0.1,0.1,61,3,Card,Rural,Occasional
27460,30,19383,33,212,1,140,,0.2,85,2,UPI,Semi-Urban,Occasional
44560,24,14795,48,661,7,79,0.4,0.2,19,1,Card,Rural,High_Value
23508,34,26816,11,149,5,23,0.1,0,25,1,UPI,Semi-Urban,Regular
1321,43,25677,59,179,,40,0.2,0.1,,0,Card,Urban,Occasional
42399,60,152588,46,319,5,57,0.1,0.2,58,,UPI,Rural,Loyal
41053,42,40721,3,192,2,72,0.3,0.2,46,1,Card,Semi-Urban,Occasional
18331,65,18824,60,253,4,52,0,0.4,59,2,Card,Urban,Occasional
44056,21,77729,45,461,8,52,0.3,0.1,68,3,UPI,Semi-Urban,High_Value
37241,63,88137,60,701,8,77,0.3,0.1,14,1,Card,Urban,High_Value
17528,54,65995,38,386,2,122,0.2,0.2,29,1,Wallet,Urban,Occasional
8487,54,23900,16,766,8,88,0.1,0.2,26,2,Wallet,Semi-Urban,Occasional
552,48,26166,56,222,2,85,0.3,0.1,69,1,Wallet,Urban,Regular
7277,64,39863,71,397,0,295,0.2,0.1,24,1,UPI,Semi-Urban,Occasional
20861,53,17928,20,254,3,65,0.1,,30,3,Card,Semi-Urban,Occasional
31130,39,50188,71,118,1,69,0.1,0.1,52,2,Wallet,Urban,Occasional
24975,46,76350,65,586,3,155,0.1,0.2,60,2,Card,Urban,Occasional
48949,51,,40,83,4,16,0.5,0.1,58,1,Wallet,Urban,Loyal
32918,35,74283,37,130,3,29,0.3,0.1,30,3,Card,Semi-Urban,Regular
37879,65,42654,45,526,3,140,0.3,0.2,191,1,UPI,Urban,Occasional
95,35,39609,33,487,3,128,0.1,0,28,3,UPI,Urban,Occasional
24010,70,23031,62,,6,56,0.2,0.2,23,1,Card,Urban,Loyal
34764,60,65848,72,177,2,64,0.2,0.1,83,2,Card,Rural,Regular
36694,56,59255,71,914,6,122,0.5,0.3,60,2,UPI,Rural,High_Value
33683,69,16025,42,464,8,50,0.1,0.3,,3,UPI,Urban,High_Value
45325,44,42538,66,295,6,40,0.3,0.2,45,1,UPI,Semi-Urban,High_Value
14847,37,42026,13,467,2,166,0.2,0,25,0,UPI,Urban,Loyal
37995,28,50296,9,661,7,83,0.2,0.2,63,1,Card,Urban,Occasional
39565,62,36805,71,186,2,64,0.3,,64,2,Card,Rural,Regular
22744,34,119564,59,519,5,84,0.1,0.1,119,2,Wallet,Rural,Loyal
14394,53,28477,44,284,5,47,0.2,0.2,53,1,Card,Urban,Loyal
595,40,45576,18,,6,39,0.1,0.2,43,3,Wallet,Urban,Regular
10634,27,24755,54,301,7,38,0.3,0.5,63,2,Card,Urban,Loyal
46827,45,93490,53,377,3,93,0.3,0.1,74,2,Card,Urban,Occasional
37775,50,42959,10,205,2,59,0.4,0,,3,Card,Rural,Occasional
40935,40,33418,34,92,5,15,0.3,0.3,72,2,Card,Rural,Regular
35254,31,22601,46,210,5,35,0.5,0.1,,2,Card,Semi-Urban,Loyal
11549,45,152852,32,280,1,120,0.2,0.3,40,,Card,Rural,Occasional
